step,spawn_x,spawn_y,goal_x,goal_y,dist,speed,yaw_error_deg,left_action,right_action,r_dist,r_progress,r_align,r_time,r_action,r_total,cumulative,goal_reached
154,0.00000,0.00000,0.23643,9.00927,9.01574,0.32344,89.70138,-0.85220,0.81152,-0.38468,0.00000,0.00025,-0.05000,-0.00736,-0.44210,-68.12420,False
155,0.00000,0.00000,0.23643,9.00927,9.01577,0.31858,89.69924,-0.63853,0.68160,-0.38468,0.00000,0.00024,-0.05000,-0.00125,-0.43600,-68.56021,False
156,0.00000,0.00000,0.23643,9.00927,9.01580,0.23995,89.69957,0.81243,0.97767,-0.38468,0.00000,0.00014,-0.05000,-0.00740,-0.44225,-69.00245,False
157,0.00000,0.00000,0.23643,9.00927,9.01583,0.23635,89.70296,0.23489,-0.48940,-0.38468,0.00000,0.00013,-0.05000,-0.00788,-0.44270,-69.44516,False
158,0.00000,0.00000,0.23643,9.00927,9.01585,0.15897,89.70878,0.40694,0.45409,-0.38468,0.00000,0.00006,-0.05000,-0.00480,-0.43967,-69.88483,False
159,0.00000,0.00000,0.23643,9.00927,9.01588,0.15659,89.71763,0.16479,-0.75371,-0.38469,0.00000,0.00006,-0.05000,-0.00616,-0.44101,-70.32585,False
160,0.00000,0.00000,0.23643,9.00927,9.01590,0.22807,89.72416,-0.19174,-0.80132,-0.38469,0.00000,0.00011,-0.05000,-0.00180,-0.43662,-70.76246,False
161,0.00000,0.00000,0.23643,9.00927,9.01593,0.22465,89.73372,0.59301,-0.37339,-0.38469,0.00000,0.00011,-0.05000,-0.00447,-0.43928,-71.20174,False
162,0.00000,0.00000,0.23643,9.00927,9.01595,0.29513,89.74099,-0.14440,-0.15751,-0.38469,0.00000,0.00018,-0.05000,-0.00384,-0.43861,-71.64035,False
163,0.00000,0.00000,0.23643,9.00927,9.01598,0.36456,89.74599,-0.88416,-0.37699,-0.38469,0.00000,0.00028,-0.05000,-0.00386,-0.43852,-72.07887,False
164,0.00000,0.00000,0.23643,9.00927,9.01600,0.28524,89.75345,0.44198,0.63020,-0.38469,0.00000,0.00016,-0.05000,-0.00833,-0.44310,-72.52197,False
165,0.00000,0.00000,0.23643,9.00927,9.01602,0.28096,89.76397,0.77467,-0.21860,-0.38469,0.00000,0.00015,-0.05000,-0.00456,-0.43932,-72.96129,False
166,0.00000,0.00000,0.23643,9.00927,9.01604,0.27674,89.77156,-0.63290,0.67840,-0.38469,0.00000,0.00014,-0.05000,-0.00835,-0.44313,-73.40441,False
167,0.00000,0.00000,0.23643,9.00927,9.01607,0.27259,89.78222,0.74538,-0.77184,-0.38469,0.00000,0.00013,-0.05000,-0.01000,-0.44480,-73.84921,False
168,0.00000,0.00000,0.23643,9.00927,9.01609,0.32168,89.79041,-0.96715,-0.03301,-0.38469,0.00000,0.00017,-0.05000,-0.00933,-0.44406,-74.29327,False
169,0.00000,0.00000,0.23643,9.00927,9.01611,0.31686,89.80167,0.95481,-0.30105,-0.38469,0.00000,0.00016,-0.05000,-0.00970,-0.44444,-74.73771,False
170,0.00000,0.00000,0.23643,9.00927,9.01613,0.30648,89.81593,0.36064,-0.06357,-0.38469,0.00000,0.00014,-0.05000,-0.00320,-0.43796,-75.17566,False
171,0.00000,0.00000,0.23643,9.00927,9.01615,0.22803,89.83263,0.59269,0.23759,-0.38469,0.00000,0.00007,-0.05000,-0.00190,-0.43670,-75.61236,False
172,0.00000,0.00000,0.23643,9.00927,9.01616,0.21227,89.85219,0.29426,-0.04995,-0.38469,0.00000,0.00005,-0.05000,-0.00207,-0.43687,-76.04924,False
173,0.00000,0.00000,0.23643,9.00927,9.01618,0.28294,89.86942,-0.84434,-0.96219,-0.38469,0.00000,0.00008,-0.05000,-0.00729,-0.44207,-76.49130,False
174,0.00000,0.00000,0.23643,9.00927,9.01620,0.20484,89.88904,0.55441,0.08427,-0.38469,0.00000,0.00004,-0.05000,-0.00873,-0.44355,-76.93486,False
175,0.00000,0.00000,0.23643,9.00927,9.01621,0.20177,89.91164,0.34901,-0.42234,-0.38469,0.00000,0.00003,-0.05000,-0.00273,-0.43753,-77.37239,False
176,0.00000,0.00000,0.23643,9.00927,9.01622,0.19874,89.93723,0.40206,-0.46915,-0.38469,0.00000,0.00002,-0.05000,-0.00035,-0.43514,-77.80753,False
177,0.00000,0.00000,0.23643,9.00927,9.01623,0.26961,89.96043,-0.31743,-0.28185,-0.38469,0.00000,0.00002,-0.05000,-0.00372,-0.43850,-78.24604,False
178,0.00000,0.00000,0.23643,9.00927,9.01624,0.33942,89.98130,-0.37609,-0.11786,-0.38470,0.00000,0.00002,-0.05000,-0.00087,-0.43567,-78.68171,False
179,0.00000,0.00000,0.23643,9.00927,9.01625,0.33432,90.00523,0.54694,-0.58718,-0.38470,0.00000,-0.00000,-0.05000,-0.00518,-0.43997,-79.12168,False
180,0.00000,0.00000,0.23643,9.00927,9.01627,0.32931,90.02616,-0.73034,0.54849,-0.38470,0.00000,-0.00002,-0.05000,-0.00855,-0.44339,-79.56507,False
181,0.00000,0.00000,0.23643,9.00927,9.01628,0.32437,90.04417,-0.71445,0.49045,-0.38470,0.00000,-0.00004,-0.05000,-0.00030,-0.43516,-80.00023,False
182,0.00000,0.00000,0.23643,9.00927,9.01629,0.25117,90.06417,0.06378,0.70697,-0.38470,0.00000,-0.00003,-0.05000,-0.00404,-0.43890,-80.43913,False
183,0.00000,0.00000,0.23643,9.00927,9.01630,0.32125,90.08184,-0.52319,-0.69556,-0.38470,0.00000,-0.00007,-0.05000,-0.00760,-0.44249,-80.88162,False
184,0.00000,0.00000,0.23643,9.00927,9.01632,0.31643,90.09654,-0.82656,0.49829,-0.38470,0.00000,-0.00008,-0.05000,-0.00616,-0.44107,-81.32268,False
185,0.00000,0.00000,0.23643,9.00927,9.01633,0.31168,90.11433,0.33109,-0.58879,-0.38470,0.00000,-0.00009,-0.05000,-0.00794,-0.44285,-81.76553,False
186,0.00000,0.00000,0.23643,9.00927,9.01634,0.30700,90.13512,0.71091,-0.43231,-0.38470,0.00000,-0.00010,-0.05000,-0.00205,-0.43695,-82.20248,False
187,0.00000,0.00000,0.23643,9.00927,9.01635,0.26385,90.15575,0.00329,0.69449,-0.38470,0.00000,-0.00008,-0.05000,-0.00665,-0.44155,-82.64403,False
188,0.00000,0.00000,0.23643,9.00927,9.01636,0.25989,90.17339,-0.40616,0.85508,-0.38470,0.00000,-0.00009,-0.05000,-0.00220,-0.43711,-83.08114,False
189,0.00000,0.00000,0.23643,9.00927,9.01638,0.32985,90.18875,-0.58150,-0.56356,-0.38470,0.00000,-0.00016,-0.05000,-0.00715,-0.44213,-83.52327,False
190,0.00000,0.00000,0.23643,9.00927,9.01639,0.25104,90.20648,0.85650,0.31508,-0.38470,0.00000,-0.00010,-0.05000,-0.00843,-0.44334,-83.96661,False
191,0.00000,0.00000,0.23643,9.00927,9.01640,0.32113,90.22189,-0.24917,-0.89678,-0.38470,0.00000,-0.00018,-0.05000,-0.00820,-0.44319,-84.40981,False
192,0.00000,0.00000,0.23643,9.00927,9.01641,0.39017,90.23503,-0.55481,-0.61623,-0.38470,0.00000,-0.00029,-0.05000,-0.00207,-0.43715,-84.84696,False
193,0.00000,0.00000,0.23643,9.00927,9.01642,0.45817,90.24590,-0.21340,-0.74232,-0.38470,0.00000,-0.00044,-0.05000,-0.00182,-0.43704,-85.28400,False
194,0.00000,0.00000,0.23643,9.00927,9.01643,0.45130,90.25391,-0.18359,0.30417,-0.38470,0.00000,-0.00043,-0.05000,-0.00523,-0.44046,-85.72446,False
195,0.00000,0.00000,0.23643,9.00927,9.01643,0.44452,90.26503,0.81094,-0.40846,-0.38470,0.00000,-0.00044,-0.05000,-0.00612,-0.44133,-86.16579,False
196,0.00000,0.00000,0.23643,9.00927,9.01644,0.51171,90.27393,-0.28694,-0.35334,-0.38470,0.00000,-0.00062,-0.05000,-0.00550,-0.44089,-86.60668,False
197,0.00000,0.00000,0.23643,9.00927,9.01645,0.43017,90.28533,0.63929,0.74548,-0.38470,0.00000,-0.00044,-0.05000,-0.00719,-0.44241,-87.04909,False
198,0.00000,0.00000,0.23643,9.00927,9.01646,0.42371,90.29385,-0.48301,0.13379,-0.38470,0.00000,-0.00044,-0.05000,-0.00639,-0.44163,-87.49072,False
199,0.00000,0.00000,0.23643,9.00927,9.01647,0.41735,90.29948,-0.79026,0.63201,-0.38470,0.00000,-0.00043,-0.05000,-0.00293,-0.43817,-87.92889,False
200,0.00000,0.00000,0.23643,9.00927,9.01648,0.33723,90.30762,0.81100,0.43025,-0.38470,0.00000,-0.00027,-0.05000,-0.00807,-0.44318,-88.37207,False
201,0.00000,0.00000,0.23643,9.00927,9.01650,0.40602,90.31347,-0.44374,-0.70760,-0.38470,0.00000,-0.00042,-0.05000,-0.00847,-0.44372,-88.81579,False
202,0.00000,0.00000,0.23643,9.00927,9.01651,0.39993,90.31647,-0.32771,0.14418,-0.38470,0.00000,-0.00041,-0.05000,-0.00430,-0.43954,-89.25532,False
203,0.00000,0.00000,0.23643,9.00927,9.01652,0.39393,90.31661,-0.80294,0.23216,-0.38470,0.00000,-0.00040,-0.05000,-0.00242,-0.43767,-89.69299,False
204,0.00000,0.00000,0.23643,9.00927,9.01654,0.31416,90.31921,0.67896,0.81223,-0.38470,0.00000,-0.00024,-0.05000,-0.00796,-0.44307,-90.13606,False
205,0.00000,0.00000,0.23643,9.00927,9.01656,0.30944,90.31896,-0.39734,0.97022,-0.38470,0.00000,-0.00024,-0.05000,-0.00544,-0.44055,-90.57661,False
206,0.00000,0.00000,0.23643,9.00927,9.01658,0.30480,90.31582,-0.48268,0.25026,-0.38470,0.00000,-0.00023,-0.05000,-0.00362,-0.43876,-91.01537,False
207,0.00000,0.00000,0.23643,9.00927,9.01660,0.25499,90.31538,0.10916,0.01688,-0.38470,0.00000,-0.00016,-0.05000,-0.00318,-0.43823,-91.45360,False
208,0.00000,0.00000,0.23643,9.00927,9.01662,0.17734,90.31741,0.33751,0.09533,-0.38471,0.00000,-0.00008,-0.05000,-0.00121,-0.43620,-91.88980,False
209,0.00000,0.00000,0.23643,9.00927,9.01663,0.17468,90.32246,0.23822,-0.76138,-0.38471,0.00000,-0.00008,-0.05000,-0.00431,-0.43928,-92.32908,False
210,0.00000,0.00000,0.23643,9.00927,9.01665,0.24303,90.32541,-0.06920,-0.46989,-0.38471,0.00000,-0.00015,-0.05000,-0.00212,-0.43714,-92.76622,False
211,0.00000,0.00000,0.23643,9.00927,9.01667,0.31323,90.32609,-0.40404,-0.71191,-0.38471,0.00000,-0.00025,-0.05000,-0.00207,-0.43716,-93.20339,False
212,0.00000,0.00000,0.23643,9.00927,9.01668,0.30853,90.32391,-0.39904,0.86822,-0.38471,0.00000,-0.00024,-0.05000,-0.00790,-0.44301,-93.64640,False
213,0.00000,0.00000,0.23643,9.00927,9.01670,0.30390,90.31885,-0.73188,0.85290,-0.38471,0.00000,-0.00023,-0.05000,-0.00167,-0.43677,-94.08317,False
214,0.00000,0.00000,0.23643,9.00927,9.01671,0.29934,90.31691,0.81010,-0.73238,-0.38471,0.00000,-0.00022,-0.05000,-0.01106,-0.44613,-94.52930,False
215,0.00000,0.00000,0.23643,9.00927,9.01673,0.22100,90.31743,0.54298,0.97248,-0.38471,0.00000,-0.00012,-0.05000,-0.00863,-0.44364,-94.97293,False
216,0.00000,0.00000,0.23643,9.00927,9.01675,0.18958,90.31708,-0.01791,0.88452,-0.38471,0.00000,-0.00009,-0.05000,-0.00284,-0.43782,-95.41075,False
217,0.00000,0.00000,0.23643,9.00927,9.01677,0.18674,90.31976,0.61044,-0.22165,-0.38471,0.00000,-0.00009,-0.05000,-0.00636,-0.44132,-95.85207,False
218,0.00000,0.00000,0.23643,9.00927,9.01678,0.21214,90.32347,0.01771,-0.15408,-0.38471,0.00000,-0.00011,-0.05000,-0.00298,-0.43795,-96.29002,False
219,0.00000,0.00000,0.23643,9.00927,9.01680,0.20895,90.32423,-0.54069,0.79614,-0.38471,0.00000,-0.00011,-0.05000,-0.00551,-0.44049,-96.73052,False
220,0.00000,0.00000,0.23643,9.00927,9.01681,0.13200,90.32740,0.22922,0.28548,-0.38471,0.00000,-0.00005,-0.05000,-0.00462,-0.43955,-97.17007,False
221,0.00000,0.00000,0.23643,9.00927,9.01683,0.05635,90.33298,0.48570,0.70217,-0.38471,0.00000,-0.00002,-0.05000,-0.00245,-0.43736,-97.60743,False
222,0.00000,0.00000,0.23643,9.00927,9.01685,0.12918,90.33623,-0.10628,-0.08498,-0.38471,0.00000,-0.00005,-0.05000,-0.00492,-0.43985,-98.04728,False
223,0.00000,0.00000,0.23643,9.00927,9.01686,0.12724,90.34248,0.97988,-0.91683,-0.38471,0.00000,-0.00005,-0.05000,-0.00684,-0.44175,-98.48903,False
224,0.00000,0.00000,0.23643,9.00927,9.01688,0.12533,90.34576,-0.71336,0.17360,-0.38471,0.00000,-0.00005,-0.05000,-0.01007,-0.44498,-98.93401,False
225,0.00000,0.00000,0.23643,9.00927,9.01690,0.04979,90.35142,0.29293,0.27186,-0.38471,0.00000,-0.00001,-0.05000,-0.00506,-0.43995,-99.37396,False
226,0.00000,0.00000,0.23643,9.00927,9.01691,0.12270,90.35472,-0.60372,-0.12804,-0.38471,0.00000,-0.00005,-0.05000,-0.00491,-0.43981,-99.81378,False
227,0.00000,0.00000,0.23643,9.00927,9.01692,0.15438,90.35538,-0.77638,0.00687,-0.38471,0.00000,-0.00007,-0.05000,-0.00110,-0.43602,-100.24980,False
228,0.00000,0.00000,0.23643,9.00927,9.01694,0.22590,90.35371,-0.27283,-0.86007,-0.38471,0.00000,-0.00014,-0.05000,-0.00501,-0.43998,-100.68978,False
229,0.00000,0.00000,0.23643,9.00927,9.01695,0.22251,90.35516,0.88284,-0.39142,-0.38471,0.00000,-0.00014,-0.05000,-0.00624,-0.44118,-101.13096,False
230,0.00000,0.00000,0.23643,9.00927,9.01696,0.14534,90.35899,0.94613,0.83329,-0.38471,0.00000,-0.00007,-0.05000,-0.00613,-0.44103,-101.57199,False
231,0.00000,0.00000,0.23643,9.00927,9.01697,0.14316,90.35989,-0.52843,0.56658,-0.38471,0.00000,-0.00006,-0.05000,-0.00749,-0.44240,-102.01439,False
232,0.00000,0.00000,0.23643,9.00927,9.01698,0.06726,90.36319,0.70859,0.39937,-0.38472,0.00000,-0.00002,-0.05000,-0.00624,-0.44112,-102.45551,False
233,0.00000,0.00000,0.23643,9.00927,9.01700,0.00953,90.36882,0.08273,0.81182,-0.38472,0.00000,-0.00000,-0.05000,-0.00375,-0.43863,-102.89414,False
234,0.00000,0.00000,0.23643,9.00927,9.01702,0.08177,90.37680,0.15385,0.39850,-0.38472,0.00000,-0.00003,-0.05000,-0.00210,-0.43704,-103.33118,False
235,0.00000,0.00000,0.23643,9.00927,9.01704,0.15434,90.38707,0.22780,0.39048,-0.38472,0.00000,-0.00008,-0.05000,-0.00037,-0.43537,-103.76655,False
236,0.00000,0.00000,0.23643,9.00927,9.01706,0.15202,90.39423,-0.32490,0.47015,-0.38472,0.00000,-0.00008,-0.05000,-0.00279,-0.43780,-104.20434,False
237,0.00000,0.00000,0.23643,9.00927,9.01709,0.14974,90.39833,-0.53382,0.52985,-0.38472,0.00000,-0.00008,-0.05000,-0.00109,-0.43611,-104.64045,False
238,0.00000,0.00000,0.23643,9.00927,9.01711,0.14749,90.40535,0.10545,-0.69319,-0.38472,0.00000,-0.00008,-0.05000,-0.00690,-0.44190,-105.08236,False
239,0.00000,0.00000,0.23643,9.00927,9.01712,0.14528,90.41529,0.47306,-0.18082,-0.38472,0.00000,-0.00008,-0.05000,-0.00315,-0.43813,-105.52048,False
240,0.00000,0.00000,0.23643,9.00927,9.01714,0.06932,90.42281,-0.24178,-0.46144,-0.38472,0.00000,-0.00003,-0.05000,-0.00384,-0.43875,-105.95923,False
241,0.00000,0.00000,0.23643,9.00927,9.01716,0.06828,90.42723,-0.77951,0.20940,-0.38472,0.00000,-0.00003,-0.05000,-0.00430,-0.43921,-106.39844,False
242,0.00000,0.00000,0.23643,9.00927,9.01717,0.00823,90.42931,-0.24869,-0.49847,-0.38472,0.00000,-0.00000,-0.05000,-0.00442,-0.43929,-106.83773,False
243,0.00000,0.00000,0.23643,9.00927,9.01719,0.00811,90.42838,-0.89383,0.11920,-0.38472,0.00000,-0.00000,-0.05000,-0.00447,-0.43933,-107.27706,False
244,0.00000,0.00000,0.23643,9.00927,9.01720,0.06744,90.42980,0.19722,0.84729,-0.38472,0.00000,-0.00003,-0.05000,-0.00656,-0.44147,-107.71853,False
245,0.00000,0.00000,0.23643,9.00927,9.01722,0.06643,90.43420,0.55613,-0.17368,-0.38472,0.00000,-0.00003,-0.05000,-0.00541,-0.44031,-108.15884,False
246,0.00000,0.00000,0.23643,9.00927,9.01723,0.13923,90.44090,0.22497,0.79222,-0.38472,0.00000,-0.00007,-0.05000,-0.00511,-0.44008,-108.59892,False
247,0.00000,0.00000,0.23643,9.00927,9.01725,0.21099,90.44985,0.23752,0.97997,-0.38472,0.00000,-0.00015,-0.05000,-0.00094,-0.43601,-109.03493,False
248,0.00000,0.00000,0.23643,9.00927,9.01727,0.13397,90.45636,-0.68330,-0.91801,-0.38472,0.00000,-0.00007,-0.05000,-0.01055,-0.44551,-109.48044,False
249,0.00000,0.00000,0.23643,9.00927,9.01729,0.13196,90.46578,0.09721,-0.86640,-0.38472,0.00000,-0.00007,-0.05000,-0.00391,-0.43885,-109.91929,False
250,0.00000,0.00000,0.23643,9.00927,9.01730,0.10046,90.47600,0.01501,-0.10992,-0.38472,0.00000,-0.00005,-0.05000,-0.00380,-0.43870,-110.35799,False
251,0.00000,0.00000,0.23643,9.00927,9.01731,0.02532,90.48379,-0.58928,-0.09133,-0.38472,0.00000,-0.00001,-0.05000,-0.00302,-0.43784,-110.79583,False
252,0.00000,0.00000,0.23643,9.00927,9.01731,0.02494,90.49450,0.78112,-0.97708,-0.38472,0.00000,-0.00001,-0.05000,-0.00816,-0.44297,-111.23880,False
253,0.00000,0.00000,0.23643,9.00927,9.01732,0.09820,90.50753,0.67188,0.29993,-0.38472,0.00000,-0.00005,-0.05000,-0.00641,-0.44129,-111.68009,False
254,0.00000,0.00000,0.23643,9.00927,9.01734,0.17057,90.52283,0.63921,0.33018,-0.38472,0.00000,-0.00012,-0.05000,-0.00022,-0.43519,-112.11528,False
255,0.00000,0.00000,0.23643,9.00927,9.01735,0.09653,90.53580,-0.07020,-0.11047,-0.38472,0.00000,-0.00005,-0.05000,-0.00418,-0.43905,-112.55433,False
256,0.00000,0.00000,0.23643,9.00927,9.01736,0.16893,90.55108,0.66587,0.26283,-0.38472,0.00000,-0.00013,-0.05000,-0.00413,-0.43910,-112.99343,False
257,0.00000,0.00000,0.23643,9.00927,9.01737,0.16639,90.56922,0.88017,-0.84935,-0.38473,0.00000,-0.00013,-0.05000,-0.00566,-0.44063,-113.43406,False
258,0.00000,0.00000,0.23643,9.00927,9.01738,0.23776,90.58957,0.41874,0.25172,-0.38473,0.00000,-0.00025,-0.05000,-0.00597,-0.44108,-113.87514,False
259,0.00000,0.00000,0.23643,9.00927,9.01739,0.16033,90.60741,-0.60004,-0.88367,-0.38473,0.00000,-0.00013,-0.05000,-0.00763,-0.44258,-114.31772,False
260,0.00000,0.00000,0.23643,9.00927,9.01740,0.15792,90.62214,-0.31729,0.59297,-0.38473,0.00000,-0.00013,-0.05000,-0.00752,-0.44248,-114.76020,False
261,0.00000,0.00000,0.23643,9.00927,9.01742,0.15555,90.63377,-0.86517,0.20032,-0.38473,0.00000,-0.00013,-0.05000,-0.00337,-0.43835,-115.19854,False
262,0.00000,0.00000,0.23643,9.00927,9.01743,0.15322,90.64230,-0.26880,0.36028,-0.38473,0.00000,-0.00013,-0.05000,-0.00309,-0.43807,-115.63662,False
263,0.00000,0.00000,0.23643,9.00927,9.01744,0.17470,90.64949,-0.02671,0.38917,-0.38473,0.00000,-0.00016,-0.05000,-0.00122,-0.43626,-116.07287,False
264,0.00000,0.00000,0.23643,9.00927,9.01746,0.17208,90.65359,-0.68513,0.43972,-0.38473,0.00000,-0.00015,-0.05000,-0.00330,-0.43836,-116.51123,False
265,0.00000,0.00000,0.23643,9.00927,9.01747,0.09564,90.65525,-0.39575,-0.09002,-0.38473,0.00000,-0.00006,-0.05000,-0.00302,-0.43793,-116.94916,False
266,0.00000,0.00000,0.23643,9.00927,9.01748,0.09421,90.65990,0.54990,-0.91526,-0.38473,0.00000,-0.00006,-0.05000,-0.00628,-0.44115,-117.39031,False
267,0.00000,0.00000,0.23643,9.00927,9.01749,0.01910,90.66211,-0.48501,-0.89667,-0.38473,0.00000,-0.00001,-0.05000,-0.00518,-0.43998,-117.83029,False
268,0.00000,0.00000,0.23643,9.00927,9.01749,0.05535,90.66197,-0.93055,-0.11083,-0.38473,0.00000,-0.00003,-0.05000,-0.00452,-0.43929,-118.26958,False
269,0.00000,0.00000,0.23643,9.00927,9.01749,0.05452,90.65886,-0.69960,0.12338,-0.38473,0.00000,-0.00003,-0.05000,-0.00164,-0.43643,-118.70601,False
270,0.00000,0.00000,0.23643,9.00927,9.01750,0.05371,90.65282,-0.41975,0.69582,-0.38473,0.00000,-0.00003,-0.05000,-0.00319,-0.43798,-119.14399,False
271,0.00000,0.00000,0.23643,9.00927,9.01750,0.12673,90.64443,-0.59825,-0.26295,-0.38473,0.00000,-0.00009,-0.05000,-0.00488,-0.43969,-119.58368,False
272,0.00000,0.00000,0.23643,9.00927,9.01749,0.12483,90.63913,0.30380,-0.49808,-0.38473,0.00000,-0.00009,-0.05000,-0.00466,-0.43945,-120.02313,False
273,0.00000,0.00000,0.23643,9.00927,9.01749,0.12296,90.63091,-0.77154,0.18262,-0.38473,0.00000,-0.00009,-0.05000,-0.00636,-0.44118,-120.46431,False
274,0.00000,0.00000,0.23643,9.00927,9.01750,0.04728,90.62511,0.12603,0.64380,-0.38473,0.00000,-0.00002,-0.05000,-0.00505,-0.43983,-120.90413,False
275,0.00000,0.00000,0.23643,9.00927,9.01750,0.12040,90.61700,-0.50161,-0.86536,-0.38473,0.00000,-0.00008,-0.05000,-0.00817,-0.44297,-121.34711,False
276,0.00000,0.00000,0.23643,9.00927,9.01750,0.11860,90.60596,-0.26587,0.37356,-0.38473,0.00000,-0.00008,-0.05000,-0.00631,-0.44112,-121.78823,False
277,0.00000,0.00000,0.23643,9.00927,9.01750,0.13251,90.59214,-0.83504,0.04312,-0.38473,0.00000,-0.00009,-0.05000,-0.00329,-0.43811,-122.22634,False
278,0.00000,0.00000,0.23643,9.00927,9.01750,0.05668,90.58080,0.96861,0.81717,-0.38473,0.00000,-0.00003,-0.05000,-0.00981,-0.44462,-122.67096,False
279,0.00000,0.00000,0.23643,9.00927,9.01751,0.05583,90.56651,-0.82272,0.50118,-0.38473,0.00000,-0.00003,-0.05000,-0.00909,-0.44390,-123.11486,False
280,0.00000,0.00000,0.23643,9.00927,9.01752,0.01642,90.55444,0.06959,0.74529,-0.38473,0.00000,-0.00001,-0.05000,-0.00463,-0.43947,-123.55432,False
281,0.00000,0.00000,0.23643,9.00927,9.01753,0.01618,90.53944,-0.75802,0.82168,-0.38473,0.00000,-0.00001,-0.05000,-0.00416,-0.43899,-123.99331,False
282,0.00000,0.00000,0.23643,9.00927,9.01753,0.01593,90.52747,0.61968,-0.61676,-0.38473,0.00000,-0.00001,-0.05000,-0.00996,-0.44478,-124.43809,False
283,0.00000,0.00000,0.23643,9.00927,9.01754,0.01570,90.51256,-0.41919,0.28815,-0.38473,0.00000,-0.00001,-0.05000,-0.00689,-0.44173,-124.87982,False
284,0.00000,0.00000,0.23643,9.00927,9.01755,0.01546,90.50067,0.43761,-0.20963,-0.38473,0.00000,-0.00001,-0.05000,-0.00495,-0.43977,-125.31958,False
285,0.00000,0.00000,0.23643,9.00927,9.01756,0.01523,90.48586,-0.57525,0.34525,-0.38473,0.00000,-0.00001,-0.05000,-0.00577,-0.44061,-125.76019,False
286,0.00000,0.00000,0.23643,9.00927,9.01757,0.02874,90.47395,0.18328,-0.04694,-0.38473,0.00000,-0.00001,-0.05000,-0.00427,-0.43910,-126.19929,False
287,0.00000,0.00000,0.23643,9.00927,9.01758,0.04569,90.45972,-0.51332,-0.93304,-0.38473,0.00000,-0.00002,-0.05000,-0.00564,-0.44044,-126.63973,False
288,0.00000,0.00000,0.23643,9.00927,9.01758,0.04500,90.44259,-0.34631,0.18592,-0.38473,0.00000,-0.00002,-0.05000,-0.00566,-0.44048,-127.08021,False
289,0.00000,0.00000,0.23643,9.00927,9.01759,0.02966,90.42786,0.39795,0.08841,-0.38473,0.00000,-0.00001,-0.05000,-0.00375,-0.43858,-127.51879,False
290,0.00000,0.00000,0.23643,9.00927,9.01760,0.10304,90.41554,0.75558,0.49088,-0.38473,0.00000,-0.00004,-0.05000,-0.00269,-0.43759,-127.95638,False
291,0.00000,0.00000,0.23643,9.00927,9.01762,0.10149,90.40024,-0.11904,0.86043,-0.38473,0.00000,-0.00004,-0.05000,-0.00475,-0.43965,-128.39602,False
292,0.00000,0.00000,0.23643,9.00927,9.01763,0.09997,90.38795,0.52726,-0.40948,-0.38473,0.00000,-0.00004,-0.05000,-0.00712,-0.44201,-128.83803,False
293,0.00000,0.00000,0.23643,9.00927,9.01764,0.17233,90.37800,0.67387,0.59953,-0.38473,0.00000,-0.00009,-0.05000,-0.00510,-0.44006,-129.27810,False
294,0.00000,0.00000,0.23643,9.00927,9.01765,0.09589,90.36571,-0.36174,-0.12558,-0.38473,0.00000,-0.00004,-0.05000,-0.00632,-0.44119,-129.71929,False
295,0.00000,0.00000,0.23643,9.00927,9.01767,0.09445,90.35041,-0.60094,0.44171,-0.38473,0.00000,-0.00003,-0.05000,-0.00308,-0.43797,-130.15726,False
296,0.00000,0.00000,0.23643,9.00927,9.01768,0.16689,90.33749,0.86120,0.23864,-0.38473,0.00000,-0.00008,-0.05000,-0.00738,-0.44233,-130.59960,False
297,0.00000,0.00000,0.23643,9.00927,9.01769,0.16439,90.32757,0.14176,-0.84961,-0.38473,0.00000,-0.00007,-0.05000,-0.00652,-0.44146,-131.04106,False
298,0.00000,0.00000,0.23643,9.00927,9.01770,0.08806,90.31525,-0.13216,-0.75669,-0.38473,0.00000,-0.00003,-0.05000,-0.00145,-0.43631,-131.47737,False
299,0.00000,0.00000,0.23643,9.00927,9.01771,0.01300,90.30060,-0.94100,-0.68002,-0.38473,0.00000,-0.00000,-0.05000,-0.00406,-0.43889,-131.91626,False
300,0.00000,0.00000,0.23643,9.00927,9.01772,0.01281,90.28304,-0.41385,0.77615,-0.38473,0.00000,-0.00000,-0.05000,-0.00774,-0.44258,-132.35883,False
301,0.00000,0.00000,0.23643,9.00927,9.01773,0.06144,90.26317,-0.90336,-0.77539,-0.38473,0.00000,-0.00001,-0.05000,-0.00813,-0.44295,-132.80178,False
302,0.00000,0.00000,0.23643,9.00927,9.01774,0.06052,90.24637,0.26776,-0.78361,-0.38473,0.00000,-0.00001,-0.05000,-0.00586,-0.44067,-133.24245,False
303,0.00000,0.00000,0.23643,9.00927,9.01774,0.05961,90.22670,-0.77243,0.13998,-0.38474,0.00000,-0.00001,-0.05000,-0.00696,-0.44177,-133.68422,False
304,0.00000,0.00000,0.23643,9.00927,9.01775,0.05872,90.20413,-0.09729,0.64639,-0.38474,0.00000,-0.00001,-0.05000,-0.00422,-0.43906,-134.12328,False
305,0.00000,0.00000,0.23643,9.00927,9.01776,0.05784,90.18465,0.23587,-0.85131,-0.38474,0.00000,-0.00001,-0.05000,-0.00767,-0.44247,-134.56575,False
306,0.00000,0.00000,0.23643,9.00927,9.01777,0.05697,90.16228,-0.63213,0.17411,-0.38474,0.00000,-0.00001,-0.05000,-0.00672,-0.44156,-135.00731,False
